978-0-12-813495-5,The Clinician's Guide to Anxiety Sensitivity Treatment and Assessment
978-0-12-815952-1,Cognitive Foundations for Improving Mathematical Learning
978-0-08-102409-6,Social Media
978-0-08-102746-2,Conversations with Leading Academic and Research Library Directors
978-0-12-814897-6,Sustainable Urban Mobility Pathways
978-0-12-815038-2,Urban Mobility Design
978-0-12-816483-9,Climate Change and Agricultural Ecosystems
978-0-12-812346-1,Inspiring Conversations with Women Professors
978-0-12-816161-6,Understanding Process Equipment for Operators and Engineers
978-0-12-816170-8,Sustainable Water and Wastewater Processing
978-0-444-64222-6,Analytical Modeling of Fuel Cells (Second Edition)
978-0-444-64223-3,New and Future Developments in Microbial Biotechnology and Bioengineering
978-0-12-816225-5,Fundamentals of Inorganic Glasses (Third Edition)
978-0-444-63984-4,Data Fusion Methodology and Applications
978-0-444-64146-5,Radioactivity in the Environment (Second Edition)
978-0-12-812111-5,Energy Efficiency
978-0-12-814560-9,Medium Voltage Direct Current Grid
978-0-12-816139-5,Modern Aspects of Power System Frequency Stability and Control
978-0-12-815302-4,Global Practices on Road Traffic Signal Control
978-0-12-816916-2,Data Architecture (Second Edition)
978-0-12-816948-3,Telemedicine Technologies
978-0-12-814934-8,Air Pollution Calculations
978-0-12-813539-6,Companion and Complementary Diagnostics
978-0-12-813413-9,Handbook of Student Engagement Interventions
978-0-12-815800-5,Sustainable Parking Management
978-0-12-816501-0,Light and Video Microscopy (Third Edition)
978-0-12-817454-8,"Turnaround Management for the Oil, Gas, and Process Industries"
978-0-323-28053-2,Therapeutic Exercise Prescription
978-0-323-47833-5,Sturdevant's Art and Science of Operative Dentistry
978-0-444-64293-6,Advances in Molecular Toxicology
978-0-12-816333-7,Food Safety and Human Health
978-0-12-819644-1,"Dendrology: Cones, Flowers, Fruits and Seeds"
978-0-12-816573-7,Cellular and Animal Models in Human Genomics Research
978-0-12-814901-0,Time Series Analysis in Seismology
978-0-12-814901-0,Time Series Analysis in Seismology
978-0-12-815397-0,The Fossil Fuel Revolution: Shale Gas and Tight Oil
978-0-08-102615-1,Electric Motors and Drives (Fifth Edition)
978-0-12-816229-3,Bioenergy with Carbon Capture and Storage
978-0-12-817135-6,Wind Turbines and Aerodynamics Energy Harvesters
978-0-12-819710-3,From Smart Grid to Internet of Energy
978-0-12-812236-5,Size Effects in Plasticity
978-0-12-815756-5,Introduction to Modeling in Physiology and Medicine (Second Edition)
978-0-12-817495-1,Freshwater Microbiology
978-0-12-814162-5,Nanoscale Semiconductor Lasers
978-0-12-815811-1,Graphene-Based Nanotechnologies for Energy and Environmental Applications
978-0-444-63855-7,Smell and Taste
978-0-12-816030-5,Applied Plant Biotechnology for Improving Resistance to Biotic Stress
978-0-12-816938-4,Trends in Non-alcoholic Beverages
978-0-12-814259-2,Prognostic Epigenetics
978-0-12-814962-1,Medical Device Design (Second Edition)
978-0-12-815849-4,Therapeutic Drug Monitoring Data (Fourth Edition)
978-0-12-816543-0,Data for Nurses
978-0-12-817570-5,Perspectives of Ayurveda in Integrative Cardiovascular Chinese Medicine for Patient Compliance
978-0-444-64081-9,Polymer-Protein Conjugates
978-0-12-812212-9,Biological Chirality
978-0-12-815409-0,"Chemical, Gas, and Biosensors for Internet of Things and Related Applications"
978-0-12-815605-6,Analytical Methods for Biomass Characterization and Conversion
978-0-12-817418-0,Integrating Green and Sustainable Chemistry Principles into Education
978-0-12-814960-7,Seafloor Geomorphology as Benthic Habitat (Second Edition)
978-0-12-817388-6,Green Sustainable Process for Chemical and Environmental Engineering and Science
978-0-12-814645-3,Energy for Sustainable Development
978-0-12-815253-9,Design and Operation of Solid Oxide Fuel Cells
978-0-12-815261-4,Dynamics and Control of Nuclear Reactors
978-0-12-815905-7,Enhanced Oil Recovery in Shale and Tight Reservoirs
978-0-12-816212-5,Simulation of Battery Systems
978-0-12-817632-0,Primer on Enhanced Oil Recovery
978-0-08-102488-1,Engineering Textiles (Second Edition)
978-0-08-102497-3,Woven Textiles (Second Edition)
978-0-12-813894-6,Vision Models for High Dynamic Range and Wide Colour Gamut Imaging
978-0-12-816998-8,Positive Displacement Machines
978-0-12-818364-9,Production Planning and Control
978-0-12-819352-5,Fluid-Solid Interaction Dynamics
978-0-323-46200-6,Plasticizers Derived from Post-Consumer PET
978-1-56990-710-8,The Physics of Polymer Interactions
978-0-12-816134-0,Ecosystem Service Potentials and Their Indicators in Postglacial Landscapes
978-0-12-816448-8,High-Risk Pollutants in Wastewater
978-0-12-819675-5,Consequences of Maritime Critical Infrastructure Accidents
978-0-12-816331-3,Virus as Populations (Second Edition)
978-0-12-814944-7,Biomimetic Nanoengineered Materials for Advanced Drug Delivery
978-0-12-816220-0,Melt Electrospinning
978-0-12-816773-1,Nanocarriers for Cancer Diagnosis and Targeted Chemotherapy
978-0-12-818415-8,Materials for Biomedical Engineering
978-0-12-818431-8,Materials for Biomedical Engineering
978-0-12-818435-6,Materials for Biomedical Engineering
978-0-12-819142-2,Dynamics of Advanced Sustainable Nanomaterials and their Related Nanocomposites at the Bio-Nano Interface
978-0-12-818579-7,Self-Organizing Neural Maps: The Retinotectal Map and Mechanisms of Neural Development
978-0-12-810504-7,Measuring Road Safety Using Surrogate Events
978-0-7020-5976-6,Clinical Reasoning in Musculoskeletal Practice (Second Edition)
978-0-323-54837-3,Risk Management in Transfusion Medicine
978-0-323-54843-4,Gastrointestinal Diseases and their Associated Infections
978-0-323-56800-5,Axial Spondyloarthritis
978-0-323-56802-9,Hematopoietic Cell Transplantation for Malignant Conditions
978-0-7020-4061-0,Peter's Atlas of Tropical Medicine and Parasitology (Seventh Edition)
978-0-323-54755-0,Ocular Pathology (Eighth Edition)
978-0-12-818024-2,Molecular Biology Techniques (Fourth Edition)
978-0-12-813456-6,Platelets (Fourth Edition)
978-0-12-815346-8,Anorectal Disorders
978-0-12-818178-2,Strategic Planning for the Sustainable Production of Biofuels
978-0-12-814541-8,Dye-Sensitized Solar Cells
978-0-12-816392-4,Next-Generation Batteries with Sulfur Cathodes
978-0-12-812524-3,PEEK Biomaterials Handbook (Second Edition)
978-0-12-816190-6,Electronic Waste Management and Treatment Technology
978-0-12-817046-5,Increasing the Durability of Paint and Varnish Coatings in Building Products and Construction
978-0-12-817402-9,Embedded System Interfacing
978-1-927885-41-3,Handbook of Solvents (Third Edition)
978-0-12-815060-3,Waste (Second Edition)
978-0-12-815893-7,A Workbook of Ethical Case Scenarios in Applied Behavior Analysis
978-0-12-815587-5,Terrestrial Earthworms (Oligochaeta: Opisthopora) of China
978-0-12-814513-5,Computational Epigenetics and Diseases
978-0-12-814702-3,Science Teaching Essentials
978-0-12-814816-7,Careers in Biomedical Engineering
978-0-12-812840-4,Global Perspectives on Childhood Obesity (Second Edition)
978-0-12-813820-5,Bioactive Food as Dietary Interventions for Arthritis and Related Inflammatory Diseases (Second Edition)
978-0-12-813822-9,Bioactive Food as Dietary Interventions for Diabetes (Second Edition)
978-0-12-814466-4,Dietary Interventions in Liver Disease
978-0-12-814468-8,Dietary Interventions in Gastrointestinal Diseases
978-0-12-816429-7,Biotin and Other Interferences in Immunoassays
978-0-12-813924-0,Animals in Disasters
978-0-12-815226-3,Spatial Modeling in GIS and R for Earth and Environmental Sciences
978-0-12-817088-5,Practical Wellbore Hydraulics and Hole Cleaning
978-0-12-817048-9,Geotechnical Investigations and Improvement of Ground Conditions
978-0-12-813092-6,Biophysical Measurement in Experimental Social Science Research
978-0-12-815344-4,Child Abuse and Neglect
978-0-12-816439-6,The Changing Era of Diseases
978-0-12-816798-4,Proper Orthogonal Decomposition Methods for Partial Differential Equations
978-0-12-813333-0,Neurobiology of Depression
978-0-12-816981-0,Cognitive Rehabilitation of Memory
978-0-12-815720-6,Nanotechnology-Based Targeted Drug Delivery Systems for Lung Cancer
978-0-12-812109-2,The Psychology of Globalization
978-0-12-813150-3,Dictionary of Sport Psychology
978-0-12-815744-2,WISC-V (Second Edition)
978-0-12-813939-4,Pharmacoepigenetics
978-0-12-818023-5,Pathophysiology of Ischemia Reperfusion Injury and Use of Fingolimod in Cardioprotection
978-0-08-099438-3,Compostable Polymer Materials (Second Edition)
978-0-12-814679-8,"Tools, Techniques and Protocols for Monitoring Environmental Contaminants"
978-0-444-64021-5,Electrocorrosion and Protection of Metals (Second Edition)
978-0-12-812742-1,Model Ecosystems in Extreme Environments
978-0-12-813062-9,Handbook of Multiphase Flow Assurance
978-0-12-814889-1,Conventional Energy in North America
978-0-12-817654-2,Sustainable Bioenergy
978-0-12-818551-3,Mooring System Engineering for Offshore Structures
978-0-08-102749-3,The Mechanics of Inhaled Pharmaceutical Aerosols (Second Edition)
978-0-12-818182-9,Welding the Inconel 718 Superalloy
978-0-12-812158-0,Digital Asset Valuation and Cyber Risk Measurement
978-0-12-815595-0,Practicing Forensic Criminology
978-0-12-817576-7,Taxonomic Guide to Infectious Diseases (Second Edition)
978-0-12-815751-0,Nanomaterials Synthesis
978-0-12-817801-0,From Dimension-Free Matrix Theory to Cross-Dimensional Dynamic Systems
978-0-12-814293-6,The Core Model
978-0-12-814427-5,Biomaterials and Bionanotechnology
978-0-12-816147-0,Netosis
978-0-12-804417-9,Handbook of Crime Correlates (Second Edition)
978-0-12-814818-1,Measuring Transport Equity
978-0-323-37457-6,Pathology of Melanocytic Tumors
978-0-12-815048-1,Tectonic and Structural Framework of the Zagros Fold-Thrust Belt
978-0-12-812532-8,Emery and Rimoin's Principles and Practice of Medical Genetics and Genomics (Seventh Edition)
978-0-12-816825-7,Nuclear Radioactive Materials in the Oil and Gas Industry
978-0-12-814725-2,Riemannian Geometric Statistics in Medical Image Analysis
978-0-444-63757-4,A New Ecology (Second Edition)
978-0-323-47821-2,Craig's Restorative Dental Materials (Fourteenth Edition)
978-0-323-52479-7,Cooper's Fundamentals of Hand Therapy
978-0-323-60912-8,Guccione's Geriatric Physical Therapy
978-0-323-66181-2,Chimeric Antigen Receptor T-Cell Therapies for Cancer
978-0-323-68353-1,Updates on Neonatal Chronic Lung Disease
978-0-323-67949-7,Clinical Care of the Runner
978-0-12-817931-4,Mechanobiology
978-0-12-813467-2,Clinical Engineering Handbook (Second Edition)
978-0-12-809356-6,Clinical Molecular Medicine
978-0-12-810510-8,The Portfolio Diet for Cardiovascular Disease Risk Reduction
978-0-12-813037-7,Clinical and Basic Neurogastroenterology and Motility
978-0-12-814677-4,Diet and Fighting Bladder Cancer
978-1-78548-308-0,Innate Immunity
978-0-12-814866-2,Chemical Analysis and Material Characterization by Spectrophotometry
978-0-12-816490-7,The Trans-Neptunian Solar System
978-0-12-818594-0,Complexity and Complex Thermo-Economic Systems
978-0-08-102503-1,Troubleshooting Centrifugal Pumps and their Systems (Second Edition)
978-0-08-102867-4,Sustainable Technologies for Fashion and Textiles
978-0-08-102902-2,Cellular Internet of Things (Second Edition)
978-0-12-805082-8,Assurance of Sterility for Sensitive Combination Products and Materials
978-0-12-809662-8,Tissue Elasticity Imaging
978-0-12-813842-7,Spectral Geometry of Shapes
978-0-12-817607-8,Multi-robot Exploration for Environmental Monitoring
978-0-12-818882-8,Antibiotics and Antimicrobial Resistance Genes in the Environment
978-0-12-815379-6,Microbial Forensics (Third Edition)
978-0-08-102261-0,Layered Double Hydroxide Polymer Nanocomposites
978-0-12-809412-9,Principles of Parenteral Solution Validation
978-0-12-811659-3,"Light, Molecules, Reaction and Health"
978-0-12-815018-4,Demand for Emerging Transportation Systems
978-0-12-815367-3,Living with Robots
978-0-12-811660-9,Environmental Nutrition
978-0-12-814928-7,"Stability, Control and Application of Time-delay Systems"
978-0-12-815875-3,Biocompatible Hybrid Oxide Nanoparticles for Human Health
978-0-12-815477-9,Untangling Smart Cities
978-0-12-815269-0,Alcoholic Beverages
978-0-444-63696-6,Soilless Culture (Second Edition)
978-0-12-802823-0,Diagnostic Molecular Biology
978-0-12-813335-4,Clinical Genome Sequencing
978-0-12-815889-0,Biomedical Applications of Graphene and 2D Nanomaterials
978-0-08-102702-8,An Introduction to Nuclear Waste Immobilisation (Third Edition)
978-0-12-817960-4,Japan's Quest for Nuclear Energy and the Price it has Paid
978-0-12-812939-5,Biomechatronics
978-0-12-815890-6,3D Printing Technology in Nanomedicine
978-0-12-817038-0,New Trends in Observer-Based Control
978-0-12-818382-3,Dynamics of Rail Transit Tunnel Systems
978-0-12-385024-9,Thorp and Covich's Freshwater Invertebrates (Fourth Edition)
978-0-08-102430-0,"Ferroelectricity in Doped Hafnium Oxide: Materials, Properties and Devices"
978-0-12-815343-7,Cybercartography in a Reconciliation Community
978-0-12-811187-1,Simulation of Power System with Renewables
978-0-12-817611-5,Exergy Analysis and Thermoeconomics of Buildings
978-0-12-804281-6,The Frontal Lobes
978-0-12-815298-0,Cognition and Addiction
978-0-12-815508-0,Biomarkers of Postpartum Psychiatric Disorders
978-0-12-805471-0,Practical Guide to Comparative Advertising
978-0-444-63708-6,Silicate Glasses and Melts (Second Edition)
978-0-12-814066-6,Algebraic and Combinatorial Computational Biology
978-0-444-64185-4,Studies in Natural Products Chemistry
978-0-12-812705-6,Biobased Surfactants (Second Edition)
978-0-12-816468-6,Human Embryos and Preimplantation Genetic Technologies
978-0-08-102822-3,Total Synthesis of Bioactive Natural Products
978-0-12-815554-7,Substitute Natural Gas from Waste
978-0-12-819266-5,Geothermal Well Test Analysis
978-0-12-815341-3,Theranostic Bionanomaterials
978-0-12-815218-8,Tectonic Setting and Gondwana Basin Architecture in the Indian Shield
978-0-323-52338-7,Assistive Technologies
978-0-323-60933-3,Temporary Anchorage Devices in Orthodontics
978-0-444-64032-1,Clinical Neurophysiology: Basis and Technical Aspects
978-0-12-816843-1,Nutritional Epigenomics
978-0-12-813776-5,Accurate Results in the Clinical Laboratory (Second Edition)
978-0-444-63748-2,Nanocomposite Structures and Dispersions (Second Edition)
978-0-12-816491-4,Electrochemical Biosensors
978-0-12-819646-5,Geophysical Potential Fields
978-0-12-817491-3,Risk-based Energy Management
978-0-12-816718-2,Deep Learning and Parallel Computing Environment for Bioengineering Systems
978-0-12-817321-3,Dynamics of Materials
978-0-12-817358-9,Multimodal Scene Understanding
978-0-12-815734-3,Forensic Anthropology (Second Edition)
978-0-12-815222-5,Bacteriology Methods for the Study of Infectious Diseases
978-0-12-814083-3,Carbon Based Nanomaterials for Advanced Thermal and Electrochemical Energy Storage and Conversion
978-0-12-814825-9,Nano Design for Smart Gels
978-0-12-816129-6,Unsaturated Polyester Resins
978-0-12-816388-7,Cell and Tissue Destruction
978-0-12-818607-7,Proteomic and Metabolomic Approaches to Biomarker Discovery (Second Edition)
978-0-12-818148-5,Neutrosophic Set in Medical Image Analysis
978-0-12-814309-4,Fundamentals of Telemedicine and Telehealth
978-0-12-816920-9,Principles of Tumors (Second Edition)
978-0-12-817086-1,Disease Pathways
978-0-12-814673-6,Emerging and Nanomaterial Contaminants in Wastewater
978-0-12-816822-6,Current Trends and Future Developments on (Bio-) Membranes
978-0-12-818258-1,New and Future Developments in Microbial Biotechnology and Bioengineering
978-0-12-818334-2,Visible Light Active Structured Photocatalysts for the Removal of Emerging Contaminants
978-0-444-64323-0,Biotechnological Production of Bioactive Compounds
978-0-12-814369-8,Inorganic Chemistry (Third Edition)
978-0-12-816934-6,Modern Environmental Analysis Techniques for Pollutants
978-0-12-815998-9,Extreme Hydrology and Climate Variability
978-0-12-817945-1,Predicting Future Oceans
978-0-12-816185-2,Goal Oriented Methodology and Applications in Nuclear Power Plants
978-0-12-816249-1,Low-Temperature Energy Systems with Applications of Renewable Energy
978-0-12-818713-5,Process Chemistry of Coal Utilization
978-0-12-819168-2,Entropy Analysis in Thermal Engineering Systems
978-0-12-812307-2,New Technologies for Emission Control in Marine Diesel Engines
978-0-12-812617-2,The Art of Assembly Language Programming Using PIC© Technology
978-0-12-813561-7,Contaminants of Emerging Concern in Water and Wastewater
978-0-12-815158-7,IEC 61850-Based Smart Substations
978-0-12-815314-7,Signal Processing for Multistatic Radar Systems
978-0-12-816921-6,Advanced Building Envelope Components
978-0-12-817042-7,Nonlinear Fiber Optics (Sixth Edition)
978-0-12-817356-5,Internet of Things in Biomedical Engineering
978-0-12-818603-9,Electrical Spectroscopy of Earth Materials
978-1-78548-236-6,Advances in Domain Adaptation Theory
978-3-446-46206-9,Visible Light Communications
978-0-12-817382-4,Innovation Strategies in Environmental Science
978-0-12-818622-0,Applied Statistics for Environmental Science with R
978-0-12-816203-3,Emerging Cyber Threats and Cognitive Vulnerabilities
978-0-12-819805-6,Behavioral Forensics
978-0-12-819573-4,Basics of Chimeric Antigen Receptor (CAR) Immunotherapy
978-0-08-102762-2,Solar Cells and Light Management
978-0-08-102807-0,Spinal Cord Injury (SCI) Repair Strategies
978-0-12-815884-5,Nanomaterials-Based Coatings
978-0-12-816707-6,Nanostructured Immiscible Polymer Blends
978-0-12-816957-5,Rheology of Polymer Blends and Nanocomposites
978-0-12-813983-7,Stress Resilience
978-0-12-815167-9,"Transportation, Land Use, and Environmental Planning"
978-0-12-817340-4,Mapping the Travel Behavior Genome
978-0-12-817674-0,Inequality and Energy
978-0-12-817770-9,Social Impacts of Smart Grids
978-0-323-54942-4,Baxter's the Foot and Ankle in Sport (Third Edition)
978-0-323-55512-8,Hunter's Tropical Medicine and Emerging Infectious Diseases (Tenth Edition)
978-0-12-813792-5,The Impact of Nutrition and Statins on Cardiovascular Diseases
978-0-12-814639-2,Flour and Breads and their Fortification in Health and Disease Prevention (Second Edition)
978-0-12-816473-0,Genetic Breeding and Molecular Marker-Assisted Selective Breeding of Largemouth Bass
978-0-12-811783-5,Comprehensive Overview of Modern Surgical Approaches to Intrinsic Brain Tumors
978-0-12-812724-7,Malignant Pleural Mesothelioma
978-0-12-817661-0,Breaking Tolerance to Pancreatic Cancer Unresponsiveness to Chemotherapy
978-0-08-102453-9,Computational Techniques for Multiphase Flows (Second Edition)
978-0-12-813025-4,Heavy Oil Recovery and Upgrading
978-0-12-817937-6,Advances in Feedstock Conversion Technologies for Alternative Fuels and Bioproducts
978-0-12-817941-3,"Advanced Bioprocessing for Alternative Fuels, Biobased Chemicals, and Bioproducts"
978-0-12-814056-7,Electro Hydraulic Control Theory and Its Applications Under Extreme Environment
978-0-12-814788-7,A Relaxation-Based Approach to Optimal Control of Hybrid and Switched Systems
978-0-12-816131-9,Fatigue in Friction Stir Welding
978-0-12-816458-7,Systems Engineering for Aerospace
978-1-78548-306-6,Introduction to Plasma Physics
978-1-78548-309-7,Mechanics - Microstructure - Corrosion Coupling
978-1-927885-47-5,Handbook of Curatives and Crosslinkers
978-0-12-814719-1,Environmental and Pollution Science (Third Edition)
978-0-12-813341-5,Advanced Supramolecular Nanoarchitectonics
978-0-12-814470-1,Nucleic Acid Nanotheranostics
978-0-12-814499-2,Nanoscale Ferroelectric-Multiferroic Materials for Energy Harvesting Applications
978-0-12-813543-3,Model Engineering for Simulation
978-0-12-817103-5,Solid State Physics
978-0-12-811014-0,Neural Stem Cells and Adult Neurogenesis
978-0-12-815163-1,Postmortem Toxicology
978-0-12-816125-8,In Silico Drug Design
978-0-12-816506-5,Biomedical Applications of Nanoparticles
978-0-12-802203-0,Handbook of Psychological Assessment (Fourth Edition)
978-0-12-815914-9,Remote Fieldwork Supervision for BCBA® Trainees
978-0-444-64203-5,Biohydrogen (Second Edition)
978-0-12-816698-7,Petrophysical Characterization and Fluids Transport in Unconventional Reservoirs
978-0-12-815920-0,Climate Preservation in Urban Communities Case Studies
978-0-12-811953-2,Marine Impacts of Seawater Desalination
978-0-12-816551-5,Networking Games
978-0-12-809738-0,Ortner's Identification of Pathological Conditions in Human Skeletal Remains (Third Edition)
978-0-08-102426-3,"Biomass, Biopolymer-Based Materials, and Bioenergy"
978-0-12-813941-7,Lignin Chemistry and Applications
978-0-12-814948-5,Introductory Differential Equations (Fifth Edition)
978-0-12-813751-2,The Orexin/Hypocretin System
978-1-78548-284-7,Experiments and Modeling in Cognitive Science
978-0-12-812995-1,Crew Resource Management (Third Edition)
978-0-08-100865-2,Theory of Electrophoresis and Diffusiophoresis of Highly Charged Colloidal Particles
